index,date,region,hotel,review_positive,tag1,tag2,tag3
127,2020-08-01,부산,시그니엘 부산,정말 층수 높고 멋지더라구요. 직원들도 매우 친절하고 인피니티 풀 뷰도 머지고 좋았습니다.,친절 / 서비스,"부대시설 (수영장, 사우나)",
128,2020-08-01,부산,시그니엘 부산,직원 친절도와 깨끗한 점은 맘에들었습니다.,친절 / 서비스,청결,
129,2020-08-01,부산,시그니엘 부산,직원분들이 로비에서부터 너무 친절해서 놀랬습니다! 체크인부터 체크아웃까지 같은분이셨는데 Jay라고 명찰에 적혀있더라고요! (미소가 넘 아름다오셨어요^^) 시설과 서비스 다 너무 만족스러워서 다음에도 또 들리고 싶네요!,친절 / 서비스,,
130,2020-08-01,부산,시그니엘 부산,수영장이 좋았습니다. 침대도 편안했어요.,"부대시설 (수영장, 사우나)",룸컨디션(가구 / 시설),
131,2020-08-01,부산,시그니엘 부산,"해수욕장과 파도소리를 들을수있는 특급호텔 인피니티풀, 음악이 끊이지 않던것, 엘리베이터가 매우좋음 무료라운지 이용, 친절함, 블루투스 스피커 구비, 최상급 어메니티 등","위치 (산, 해변, 볼거리와 가까움)","부대시설 (수영장, 사우나)",친절 / 서비스
132,2020-08-01,부산,시그니엘 부산,위치도 해운대 걷기에도 또 주변 맛집을 돌아다니기에도 좋았습니다.,"위치 (산, 해변, 볼거리와 가까움)",,
133,2020-08-01,부산,시그니엘 부산,종업원들이 매우 친절함 신축이라 깔끔함,친절 / 서비스,룸컨디션(가구 / 시설),
134,2020-08-01,부산,시그니엘 부산,최근시설이여서 너무 깨끗했구~~ 부산 해운대비치 전망을 보는것 자체가 최고죠~~^^,룸컨디션(가구 / 시설),"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",
135,2020-08-01,부산,시그니엘 부산,뷰 좋고 직원들이 너무나 친절했다. 호텔 입구에서 부터 객실까지의 서비스 모두 만족스러웠다. 시설역시 신식이라 좋았다. 짐에 기구들이 너무나 좋았고 트레이너 분들이 배치되있는 것들도 만족스럽다~,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",친절 / 서비스,룸컨디션(가구 / 시설)
136,2020-08-01,부산,시그니엘 부산,시설훌륭하고 라운지근사하고 뷰좋구 멋진호텔입니다 서비스도좋았는데..특히 비오는날 택시부르는데도움준 박민규(벤자민)직원칭찬합니다 택시기사가호텔을못찾았는데 넘오랜시간...끝까지인내심을가지고 도와줘서 무사히택시를탈수있었어요 보기드물게 인내심강하고친절한 넘멋진직원이라오래기억날거같습니다 전체적으로 서비스가좋은호텔입니다~,룸컨디션(가구 / 시설),친절 / 서비스,
137,2020-08-01,부산,시그니엘 부산,"아침식사, 뷰, 룸컨디션 모두 만족스럽습니다.","식사 (조식, 석식, 룸서비스)","뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",룸컨디션(가구 / 시설)
138,2020-07-01,부산,시그니엘 부산,직원들이 친절하고 도와주려는 노력이 보임. 위치가 매우좋음.,친절 / 서비스,"위치 (산, 해변, 볼거리와 가까움)",
139,2020-08-01,부산,시그니엘 부산,최고의 뷰. 라운지 시설 등 모든것이 다 좋음,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",룸컨디션(가구 / 시설),
140,2020-08-01,부산,시그니엘 부산,새로생긴건물이라 깔끔하고 좋아요 지방문의사 있습니다!,룸컨디션(가구 / 시설),재방문의사,
141,2020-08-01,부산,시그니엘 부산,직원분도 친절하시고 전반적으로 만족스러움,친절 / 서비스,all,
142,2020-08-01,부산,시그니엘 부산,바다를 마음껏 즐기다,"위치 (산, 해변, 볼거리와 가까움)",,
144,2020-07-01,부산,시그니엘 부산,수영장이 좋았습니다 투숙객 라운지도좋구요 라운지가키즈도 갈수있어서 너무 좋았습니다 가격이 당연히 비싸지만 이것저것따져보면 꼭가볼만한 호텔입니다,"부대시설 (수영장, 사우나)",,
145,2020-07-01,부산,시그니엘 부산,침구가 진짜 좋았어요.,룸컨디션(가구 / 시설),,
146,2020-07-01,부산,시그니엘 부산,압도적인 뷰와 침구의 편안함. 세련된 분위기,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",룸컨디션(가구 / 시설),분위기 / 향
147,2020-07-01,부산,시그니엘 부산,"직원분들의응대,룸서비스가 특히나 너무좋았습니다!",친절 / 서비스,"식사 (조식, 석식, 룸서비스)",
148,2020-07-01,부산,시그니엘 부산,객실내 비품 상태가 우수하고 청결 상태가 매우 맘에 들었습니다.,룸컨디션(가구 / 시설),청결,
149,2020-06-01,부산,시그니엘 부산,직원들이 친절했고 아이들이 놀수 있는 공간이나 수영장이 좋았고 해운대 바다 뷰도 좋았음,친절 / 서비스,키즈,"부대시설 (수영장, 사우나)"
150,2020-06-01,부산,시그니엘 부산,"거실, 최고 친절",친절 / 서비스,,
151,2020-06-01,부산,시그니엘 부산,부모님과 같이 투숙하였는데 미리 부탁드린 요청도 다 들어주시고 너무 친절하고 좋았습니다^^,가족,친절 / 서비스,
152,2020-06-01,부산,시그니엘 부산,직원분들이 너무.친절했어요. 시설도 깨끗하고 좋았어요.,친절 / 서비스,룸컨디션(가구 / 시설),
153,2022-01-01,부산,시그니엘 부산,달맞이 코너 뷰라 일출을 볼수있고 베란다에서 바닷바람 맞으며 좋은 경치를 볼수 있었습니다.,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",,
154,2021-12-01,부산,시그니엘 부산,"직원들이 친절하고 시설도 좋고 , 전반적인 것에 있어서 좋았습니다.  90% excellent.",친절 / 서비스,all,
155,2021-11-01,부산,시그니엘 부산,뷰가 좋았슴.,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",,
156,2021-11-01,부산,시그니엘 부산,처음부터 끝까지 직원분들이 너무 친절하셨고 체크아웃때 엘레베이터쪽에서 카운터까지 친절하게 안내해주신 남자 직원분께서 정말 프로페셔널했습니다 :)  어메니티 보충을 잘 해주셔서 부족하지않게 잘 사용했습니다!  숙소에 가습기 겸 공기청정기도 따로 요청하니 준비해주셔서 쾌적하게 이용했습니다.,친절 / 서비스,,
157,2021-09-01,부산,시그니엘 부산,- 풀에서 뷰가 좋음 - 풀 장에 어린이용 풀이 따로 있고 자쿠지도 있어서 좋음 - 어매니티가 딥티크라는 점이 특별 - 모든 서비스가 매우 신속함,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",키즈,
159,2021-09-01,부산,시그니엘 부산,곳곳에서 세심한 배려가 보여 시그니엘다움을 느낄 수 있었음 직원의 친절이 매우 돋보임 어떤부분에서도 불편을 느끼기 어려운 좋은 호텔이었음,친절 / 서비스,,
160,2021-09-01,부산,시그니엘 부산,직원이 너무 친절해요 부담스러울정도로 친절해요 말만 섞어도 기분이 좋아요😊,친절 / 서비스,,
161,2021-07-01,부산,시그니엘 부산,뷰. 조식. 수영장 good,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)","식사 (조식, 석식, 룸서비스)","부대시설 (수영장, 사우나)"
162,2021-05-01,부산,시그니엘 부산,수영장 이용이 편리 아주친절했던 직원분들 투숙객이 드나드는 자동문앞 방이었지만 조용했음 맛있는 더뷰식당,"부대시설 (수영장, 사우나)",조용함,"식사 (조식, 석식, 룸서비스)"
163,2021-04-01,부산,시그니엘 부산,직원의 적극적이고 친절한 응대,친절 / 서비스,,
164,2021-03-01,부산,시그니엘 부산,직원수가 많은건 장점,친절 / 서비스,,
166,2020-12-01,부산,시그니엘 부산,직원분들이 너무 친절해서 좋았어요. 룸안에까지 들어오셔서 사용방법이라던지 다 설명해주셔서 좋더라구요. 웰컴티도 맛있게 먹었어요 룸에서 편하게 먹으니 좋더라구요. 그리구 수영장 뷰는 정말 끝내줬어요 외국에 온기분이었어요.,친절 / 서비스,"부대시설 (수영장, 사우나)","뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)"
167,2020-10-01,부산,시그니엘 부산,좋아요 그냥 느저는,all,,
168,2020-10-01,부산,시그니엘 부산,아침식사도 정갈했고~ 직원분들이 너무 친절했습니다. 좋은 서비스 였습니다.,"식사 (조식, 석식, 룸서비스)",친절 / 서비스,
169,2020-10-01,부산,시그니엘 부산,기본적으로 너무 청결하고 친절했고 내부의 침구류가 너무 편안하고 청결해서 좋았다. 특히나 베게의 종류도 선호도에 따라 받을 수 있어서 좋았으며 딥디크 어메니티가 있어 만족도가 높았다.,친절 / 서비스,청결,
170,2020-10-01,부산,시그니엘 부산,바다전망으로 좋은 업그레이드를 받았습니다,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",친절 / 서비스,
171,2020-08-01,부산,시그니엘 부산,서비스가 좋앗어요,친절 / 서비스,,
172,2020-08-01,부산,시그니엘 부산,- 프론트 직원들 무척 친절함 - 수영장 뷰 좋음 - 룸 서비스 음식들 괜찮음 - 중식당 차오란 무난함 - 샹테카이 스파 아주 만족스러움 직원들 실력/매너 좋음,친절 / 서비스,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)","식사 (조식, 석식, 룸서비스)"
173,2020-08-01,부산,시그니엘 부산,침대는 편안함 호텔 뷔폐는 비싸나 맛있음,룸컨디션(가구 / 시설),"식사 (조식, 석식, 룸서비스)",
174,2020-07-01,부산,시그니엘 부산,직원들 친절하고 좋았어요,친절 / 서비스,,
175,2020-07-01,부산,시그니엘 부산,화장실 샤워실과 변기부분이 분리되어있어서 아용하는데 더 편했습니다,화장실,,
177,2021-12-01,부산,시그니엘 부산,기본 위치가 좋고 직원분들이 매우매우 친절하십니다. 항상 환대받는 느낌.,"위치 (산, 해변, 볼거리와 가까움)",친절 / 서비스,
178,2021-09-01,부산,시그니엘 부산,"시설, 위치, 직원분들의 친절함, 객실 편안함 모두 좋았습니다.",룸컨디션(가구 / 시설),"위치 (산, 해변, 볼거리와 가까움)",
179,2021-05-01,부산,시그니엘 부산,국내 최고수준의 질 높은 서비스와 해운대에서 가장 맛있고 좋은 뷔페,친절 / 서비스,"식사 (조식, 석식, 룸서비스)",
180,2021-04-01,부산,시그니엘 부산,정말 만족했습니다 청결도는 말할것도 없고 직원분들 너무 친절하시고 신식이라 그런지 모든 시설면에서 상태도 최상위입니다.,친절 / 서비스,all,
181,2021-01-01,부산,시그니엘 부산,"조식,위치,청결 모든게 완벽했어여","식사 (조식, 석식, 룸서비스)","위치 (산, 해변, 볼거리와 가까움)",all
182,2020-11-01,부산,시그니엘 부산,고층에서 보는 해운대뷰가 최고였습니다. 날씨가 좋아 광안대교까지 선명하게 보였어요! 딥디크 어메니티와 침구도 만족스러웠습니다.,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",룸컨디션(가구 / 시설),
183,2020-10-01,부산,시그니엘 부산,식사도 맛있고 직원들이 너무 친절했습니다,"식사 (조식, 석식, 룸서비스)",친절 / 서비스,
184,2020-08-01,부산,시그니엘 부산,"위치도 좋고, 경치가 너무 좋음 조식이 뛰어남","위치 (산, 해변, 볼거리와 가까움)","뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)","식사 (조식, 석식, 룸서비스)"
185,2020-08-01,부산,시그니엘 부산,해운대뷰가 너무 예뻤어요. 특히 야경이!,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",,
186,2020-07-01,부산,시그니엘 부산,깨끗하고친절했어요,청결,친절 / 서비스,
187,2020-07-01,부산,시그니엘 부산,호텔직원의 서비스가 매우 좋음. 청결도가 매우 높음. 뷰가 환상적이고 번화가에서 살짝 벗어나있어 조용함.,친절 / 서비스,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",조용함
188,2020-07-01,부산,시그니엘 부산,"조식 뷔페가 종류도 많고 맛있었어요. 직원들도 친절하고, 수영장 및 헬스장도 좋았습니다.","식사 (조식, 석식, 룸서비스)",친절 / 서비스,"부대시설 (수영장, 사우나)"
189,2020-07-01,부산,시그니엘 부산,"습도와 온도가 딱 적당해서  춥지도 않고, 코가 마르지도 않고  너무 편하게 숙면했어요 뷰도 최고 서비스도 최고!  디저트도 티도 너무 좋네요! 수영장 온도도 좋고 다음에 또 갈래요!",룸컨디션(가구 / 시설),"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",친절 / 서비스
191,2020-08-01,부산,시그니엘 부산,수영장 이용이 좋습니다. 실외에서 사진찍고 놀다가 사람 바글바글 해지면 실내로 들어와서 수영 실컷하고 추우면 자쿠지에서 온천처럼 즐깁니다. 가족단위랑 커플 아주 많아서 자리 쟁탈전이 아주 심각하지만 아침에 일찍 가서 수영하면 좋아요. 수건 가운 넉넉하고 탕도 있고 전반적으로 만족스럽습니다. 샤워실도 완비되어 있고 선배드에 누워서 낮잠자면 아주 꿀맛입니다.,"부대시설 (수영장, 사우나)",,
192,2020-08-01,부산,시그니엘 부산,"위치는 바다가 보이고,.해운대에 있어서 괜찮았습니다","뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",교통 / 접근성,
212,2022-02-01,부산,웨스틴 조선 부산,오션뷰 방이었는데 뷰가 정말 좋아요! 누워서 일출 볼 수 있어요 ㅎㅎ 문 열어두면 파도 철썩이는 소리가 asmr 같이 좋더라구요. 방 뿐만 아니라 사우나랑 헬스장에서도 바다 볼 수 있어서 좋더라구요 그리고 동백섬에 있다보니까 동백섬 산책하고 하기에 정말 좋을 것 같아요!,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)","위치 (산, 해변, 볼거리와 가까움)",
213,2022-02-01,부산,웨스틴 조선 부산,조식이 기대보다 매우 훌륭하였습니다. 뷰가 좋았습니다.,"식사 (조식, 석식, 룸서비스)","뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",
214,2022-02-01,부산,웨스틴 조선 부산,뷰와 위치가 일품. 타호텔에 비해 객실이 넓은점.,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)","위치 (산, 해변, 볼거리와 가까움)",룸컨디션(가구 / 시설)
215,2022-01-01,부산,웨스틴 조선 부산,뷰가좋았어요,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",,
216,2022-01-01,부산,웨스틴 조선 부산,티비리모컨에 비닐씌운거요,청결,,
217,2022-01-01,부산,웨스틴 조선 부산,식사할때 항상 바다가 보여서 좋았어요,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",,
218,2022-01-01,부산,웨스틴 조선 부산,위치가 아주 좋았습니다,"위치 (산, 해변, 볼거리와 가까움)",,
219,2022-01-01,부산,웨스틴 조선 부산,셔블 한식이 맛있었습니다,"식사 (조식, 석식, 룸서비스)",,
